DW_Dat_Dt,Cust_Id,Rpt_Id,Row_Id,Itm_Id,Cust_Nm,Rpt_Nm,Rpt_Clb_Cd,Rpt_Prd_Typ_Cd,Rpt_Afl_Mdl,Rpt_Dt,Aud_Ind,Rpt_Ccy_Cd,Rpt_Unt,Row_Id_Nm,End_Tm_Val,Cur_Val,Std_Val,Crt_Org_Id,Crt_Org_Nm,Upd_Dt,C2_TDW_NULL_IND
2017/12/21,4519020452,0,Null,Null,西林钢铁集团有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"26,219,138,145.61",Null,Null,411,大连分行（全辖）,2017/9/29,Null
2017/12/21,4729000333,0,Null,Null,内蒙古一机集团富成锻造有限责任公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"158,857,212.96",Null,Null,471,呼和浩特分行（全辖）,2017/10/27,Null
2017/12/21,5109000411,0,Null,Null,江苏苏嘉集团有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"1,106,788,859.44",Null,Null,510,无锡分行（全辖）,2017/4/5,Null
2017/12/21,5109000603,0,Null,Null,江阴泰富兴澄特种材料有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"2,869,807,032.10",Null,Null,510,无锡分行（全辖）,2017/6/27,Null
2017/12/21,5109000657,0,Null,Null,无锡中彩新材料股份有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"831,570,139.03",Null,Null,510,无锡分行（全辖）,2017/9/20,Null
2017/12/21,5109000683,0,Null,Null,无锡天龙钢管有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"55,912,629.26",Null,Null,510,无锡分行（全辖）,2017/5/18,Null
2017/12/21,5109020692,0,Null,Null,无锡银星涂层板有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"94,286,722.31",Null,Null,510,无锡分行（全辖）,2017/4/25,Null
2017/12/21,5119021607,0,Null,Null,江苏西城三联控股集团有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"6,183,332,395.99",Null,Null,510,无锡分行（全辖）,2017/9/21,Null
2017/12/21,5149020332,0,Null,Null,扬州诚德钢管有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"128,663,124.91",Null,Null,125,南京分行（全辖）,2017/4/17,Null
2017/12/21,5149021095,0,Null,Null,扬州诚德重工有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"67,545,385.98",Null,Null,125,南京分行（全辖）,2017/4/24,Null
2017/12/21,5319000413,0,Null,Null,衡水京华制管有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"1,024,763,174.54",Null,Null,531,济南分行（全辖）,2017/4/24,Null
2017/12/21,5319033071,0,Null,Null,聊城市兴隆无缝钢管制造有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"213,177,214.68",Null,Null,531,济南分行（全辖）,2017/4/14,Null
2017/12/21,5319033071,0,Null,Null,聊城市兴隆无缝钢管制造有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"213,177,214.68",Null,Null,531,济南分行（全辖）,2017/3/27,Null
2017/12/21,5319035482,0,Null,Null,山东恒通薄板有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"81,135,369.58",Null,Null,531,济南分行（全辖）,2017/4/26,Null
2017/12/21,5319037922,0,Null,Null,山东冠县前进复合材料有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"116,654,163.96",Null,Null,531,济南分行（全辖）,2017/4/25,Null
2017/12/21,5319037922,0,Null,Null,山东冠县前进复合材料有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"116,654,163.96",Null,Null,531,济南分行（全辖）,2017/2/17,Null
2017/12/21,5329001098,0,Null,Null,石横特钢集团有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"4,628,368,774.60",Null,Null,532,青岛分行（全辖）,2017/3/28,Null
2017/12/21,5329049458,0,Null,Null,东营市恒德新型材料有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"477,895,510.89",Null,Null,531,济南分行（全辖）,2017/3/23,Null
2017/12/21,5329050664,0,Null,Null,青岛宁豪机械制造有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"207,278.11",Null,Null,532,青岛分行（全辖）,2017/3/27,Null
2017/12/21,5329050664,0,Null,Null,青岛宁豪机械制造有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"207,278.11",Null,Null,532,青岛分行（全辖）,2017/3/9,Null
2017/12/21,5359020119,0,Null,Null,莱钢集团烟台钢管有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"227,192,476.24",Null,Null,535,烟台分行（全辖）,2017/11/3,Null
2017/12/21,5439001671,0,Null,Null,山东众鑫发不锈钢有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"313,086,472.70",Null,Null,531,济南分行（全辖）,2017/4/19,Null
2017/12/21,5519029125,0,Null,Null,马钢(集团)控股有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"57,779,764,551.34",Null,Null,551,合肥分行（全辖）,2017/6/26,Null
2017/12/21,5709000900,0,Null,Null,浙江润发金属制品有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"39,130,337.54",Null,Null,571,杭州分行（全辖）,2017/3/17,Null
2017/12/21,5719000526,0,Null,Null,金洲集团有限公司,资产负债表,合并,年报,new,201612,否,Null,Null,负债合计,"2,888,740,000",Null,Null,571,杭州分行（全辖）,2017/2/28,Null
2017/12/21,5719002548,0,Null,Null,柳州钢铁股份有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"16,176,998,300.95",Null,Null,771,南宁分行（全辖）,2017/8/1,Null
2017/12/21,5719046541,0,Null,Null,浙江润天磁性材料有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"149,347,716.75",Null,Null,571,杭州分行（全辖）,2017/4/20,Null
2017/12/21,5779020095,0,Null,Null,浙江青山钢铁有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"989,287,623.89",Null,Null,577,温州分行（全辖）,2017/9/18,Null
2017/12/21,5779020095,0,Null,Null,浙江青山钢铁有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"989,287,623.89",Null,Null,577,温州分行（全辖）,2017/4/1,Null
2017/12/21,6389000076,0,Null,Null,临清市中临特钢有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"20,867,551.96",Null,Null,531,济南分行（全辖）,2017/3/23,Null
2017/12/21,6569000130,0,Null,Null,番禺珠江钢管（珠海）有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"1,295,226,228.73",Null,Null,755,深圳分行（全辖）,2017/11/3,Null
2017/12/21,7179020010,0,Null,Null,宜昌中南精密钢管有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"174,477,070.05",Null,Null,127,武汉分行（全辖）,2017/3/16,Null
2017/12/21,7319000066,0,Null,Null,湘潭钢铁集团有限公司,资产负债表,合并,年报,new,201612,否,Null,Null,负债合计,"9,292,783,611.19",Null,Null,731,长沙分行（全辖）,2017/4/25,Null
2017/12/21,7559000182,0,Null,Null,广东韶钢松山股份有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"14,517,064,076.37",Null,Null,755,深圳分行（全辖）,2017/4/26,Null
2017/12/21,7559038182,0,Null,Null,内蒙古鄂尔多斯电力冶金集团股份有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"18,225,393,227.26",Null,Null,755,深圳分行（全辖）,2017/9/4,Null
2017/12/21,7559038182,0,Null,Null,内蒙古鄂尔多斯电力冶金集团股份有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"18,225,393,227.26",Null,Null,755,深圳分行（全辖）,2017/6/19,Null
2017/12/21,7559071515,0,Null,Null,深圳华美板材有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"1,850,285,534.96",Null,Null,755,深圳分行（全辖）,2017/12/7,Null
2017/12/21,7559146902,0,Null,Null,首钢水城钢铁（集团）有限责任公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"11,649,866,918.09",Null,Null,851,贵阳分行（全辖）,2017/7/31,Null
2017/12/21,7559146902,0,Null,Null,首钢水城钢铁（集团）有限责任公司,资产负债表,合并,年报,new,201612,否,Null,Null,负债合计,"11,649,887,140.88",Null,Null,851,贵阳分行（全辖）,2017/2/26,Null
2017/12/21,7559189486,0,Null,Null,唐山新宝泰钢铁有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"2,132,414,414.71",Null,Null,315,唐山分行,2017/7/14,Null
2017/12/21,7559189486,0,Null,Null,唐山新宝泰钢铁有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"2,132,414,414.71",Null,Null,315,唐山分行,2017/3/21,Null
2017/12/21,7559261459,0,Null,Null,舞钢双宏钢铁有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"1,369,897,689.21",Null,Null,755,深圳分行（全辖）,2017/4/1,Null
2017/12/21,7579011601,0,Null,Null,四川天宏不锈钢有限责任公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"181,908,308.16",Null,Null,757,佛山分行（全辖）,2017/3/31,Null
2017/12/21,7919000181,0,Null,Null,江西萍钢实业股份有限公司,资产负债表,合并,年报,new,201612,否,Null,Null,负债合计,"17,956,216,950.23",Null,Null,791,南昌分行（全辖）,2017/3/8,Null
2017/12/21,7919071509,0,Null,Null,萍乡萍钢安源钢铁有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"5,226,023,028.57",Null,Null,791,南昌分行（全辖）,2017/12/14,Null
2017/12/21,8719000419,0,Null,Null,武钢集团昆明钢铁股份有限公司,资产负债表,合并,年报,new,201612,否,Null,Null,负债合计,"28,529,226,207.91",Null,Null,871,昆明分行（全辖）,2017/7/26,Null
2017/12/21,8719022336,0,Null,Null,云南德胜钢铁有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"2,814,601,495.95",Null,Null,851,贵阳分行（全辖）,2017/3/16,Null
2017/12/21,8749001959,0,Null,Null,云南曲靖钢铁集团凤凰钢铁有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"419,055,682.32",Null,Null,871,昆明分行（全辖）,2017/3/21,Null
2017/12/21,9319000428,0,Null,Null,西宁特殊钢集团有限责任公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"22,581,545,838.64",Null,Null,972,西宁分行,2017/6/14,Null
2017/12/21,9319046419,0,Null,Null,甘肃山丹腾达西铁冶金有限责任公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"54,605,514.05",Null,Null,931,兰州分行,2017/3/17,Null
2017/12/21,9519000050,0,Null,Null,宁夏晟晏实业集团有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"5,102,784,581.82",Null,Null,951,银川分行,2017/8/16,Null
2017/12/21,9919000005,0,Null,Null,宝钢集团新疆八一钢铁有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"45,791,230,355.09",Null,Null,991,乌鲁木齐分行（全辖）,2017/7/4,Null
2017/12/21,9919030876,0,Null,Null,新兴铸管新疆有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"3,065,500,402.58",Null,Null,991,乌鲁木齐分行（全辖）,2017/7/20,Null
2017/12/21,9990073340,0,Null,Null,江西联达金砂湾冶金有限公司,资产负债表,本部,年报,new,201612,否,Null,Null,负债合计,"12,321,293.59",Null,Null,791,南昌分行（全辖）,2017/6/12,Null
2017/12/21,9990088752,0,Null,Null,宝银特种钢管有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债合计,"343,726,219.16",Null,Null,510,无锡分行（全辖）,2017/11/24,Null
2017/12/21,9990108353,0,Null,Null,三宝集团股份有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债合计,"3,065,009,098.96",Null,Null,592,厦门分行（全辖）,2017/4/25,Null
2017-12-21,219004273,0,Null,Null,日照钢铁有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"20,656,314,827.68",Null,Null,532,青岛分行（全辖）,2017-05-25,Null
2017-12-21,1229023280,0,Null,Null,天津市新宇彩板有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"373,114,626.13",Null,Null,122,天津分行（全辖）,2017-03-30,Null
2017-12-21,1229037793,0,Null,Null,天津市友发德众钢管有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"424,907,816.76",Null,Null,122,天津分行（全辖）,2017-06-14,Null
2017-12-21,1249043881,0,Null,Null,沈阳友维机械有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"31,409,007.23",Null,Null,124,沈阳分行（全辖）,2017-03-10,Null
2017-12-21,1279064312,0,Null,Null,武汉北盛机电有限责任公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"278,645,499.71",Null,Null,127,武汉分行（全辖）,2017-08-02,Null
2017-12-21,3119000355,0,Null,Null,霸州市胜芳福兴精诚金属制品有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"594,114,732.85",Null,Null,311,石家庄分行（全辖）,2017-04-18,Null
2017-12-21,3119001182,0,Null,Null,涉县兆隆铸业有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"113,987,943.35",Null,Null,311,石家庄分行（全辖）,2017-02-15,Null
2017-12-21,3119001327,0,Null,Null,霸州市三强金属制品有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"697,791,220.51",Null,Null,311,石家庄分行（全辖）,2017-02-04,Null
2017-12-21,3159000296,0,Null,Null,唐山天一工业有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"149,922,371.28",Null,Null,315,唐山分行,2017-04-21,Null
2017-12-21,4119064230,0,Null,Null,大连更新白钢制品有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"37,741,170.1",Null,Null,411,大连分行（全辖）,2017-06-21,Null
2017-12-21,5109000411,0,Null,Null,江苏苏嘉集团有限公司,资产负债表,合并,年报,old,201612,否,Null,Null,负债合计,"1,106,788,859.44",Null,Null,510,无锡分行（全辖）,2017-03-20,Null
2017-12-21,5109000803,0,Null,Null,江阴市长达钢铁有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"1,292,350,000",Null,Null,510,无锡分行（全辖）,2017-11-06,Null
2017-12-21,5109025533,0,Null,Null,无锡银荣板业有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"56,069,881.6",Null,Null,510,无锡分行（全辖）,2017-02-21,Null
2017-12-21,5109026790,0,Null,Null,无锡天益精密钢管有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"7,680,853.28",Null,Null,510,无锡分行（全辖）,2017-06-07,Null
2017-12-21,5119021607,0,Null,Null,江苏西城三联控股集团有限公司,资产负债表,合并,年报,old,201612,否,Null,Null,负债合计,"996,449,257.65",Null,Null,510,无锡分行（全辖）,2017-07-03,Null
2017-12-21,5129000209,0,Null,Null,苏州工业园区金月电器材料有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"464,645,532.65",Null,Null,512,苏州分行,2017-02-21,Null
2017-12-21,5129042435,0,Null,Null,江苏苏铃精工机械有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"68,277,096.97",Null,Null,512,苏州分行,2017-02-27,Null
2017-12-21,5139026700,0,Null,Null,如皋市欧通机械配件有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"18,420,837.77",Null,Null,513,南通分行,2017-02-25,Null
2017-12-21,5149021897,0,Null,Null,玛切嘉利（中国）有限责任公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"938,109,021.48",Null,Null,125,南京分行（全辖）,2017-04-19,Null
2017-12-21,5199024092,0,Null,Null,溧阳市新力机械铸造有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"33,331,510.86",Null,Null,125,南京分行（全辖）,2017-04-20,Null
2017-12-21,5319021377,0,Null,Null,山东传洋集团有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"1,918,321,444.15",Null,Null,531,济南分行（全辖）,2017-04-27,Null
2017-12-21,5319032618,0,Null,Null,山东富凯不锈钢有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"589,184,594.8",Null,Null,531,济南分行（全辖）,2017-04-07,Null
2017-12-21,5319054214,0,Null,Null,济南庚辰炉料有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"158,413,860.58",Null,Null,531,济南分行（全辖）,2017-07-11,Null
2017-12-21,5359022037,0,Null,Null,烟台华新不锈钢有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"848,702,651.57",Null,Null,535,烟台分行（全辖）,2017-06-30,Null
2017-12-21,5439000188,0,Null,Null,邹平县鑫利源铸造有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"89,087,658.01",Null,Null,531,济南分行（全辖）,2017-11-01,Null
2017-12-21,5749028713,0,Null,Null,宁波森泽钢铁科技有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"106,444,732.36",Null,Null,574,宁波分行（全辖）,2017-03-21,Null
2017-12-21,5759025450,0,Null,Null,浙江天基重工机械有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"153,605,826.01",Null,Null,571,杭州分行（全辖）,2017-03-14,Null
2017-12-21,5779030221,0,Null,Null,温州市聚泰不锈钢有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"1,560,859.37",Null,Null,577,温州分行（全辖）,2017-03-17,Null
2017-12-21,5779038150,0,Null,Null,温州市龙湾新兴钢管厂,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"3,041,776.48",Null,Null,577,温州分行（全辖）,2017-04-25,Null
2017-12-21,6109020400,0,Null,Null,宜兴市亚东集装箱配件有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"148,259,887.04",Null,Null,510,无锡分行（全辖）,2017-02-14,Null
2017-12-21,6109021171,0,Null,Null,宿迁亚东货柜配件有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"50,101,977.34",Null,Null,510,无锡分行（全辖）,2017-02-16,Null
2017-12-21,6129000054,0,Null,Null,江苏大力神科技股份有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"706,934,580.86",Null,Null,125,南京分行（全辖）,2017-03-21,Null
2017-12-21,7559038988,0,Null,Null,广西盛隆冶金有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"9,500,653,111.72",Null,Null,771,南宁分行（全辖）,2017-08-01,Null
2017-12-21,7559047907,0,Null,Null,霸州市东升实业有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"1,223,767,070.62",Null,Null,311,石家庄分行（全辖）,2017-03-23,Null
2017-12-21,7579006008,0,Null,Null,佛山市南海正宏泰不锈钢有限公司,资产负债表,本部,年报,old,201612,是,Null,Null,负债合计,"182,785,413.66",Null,Null,757,佛山分行（全辖）,2017-03-16,Null
2017-12-21,7579011927,0,Null,Null,佛山市金和兴达不锈钢制品有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"23,344,337.94",Null,Null,757,佛山分行（全辖）,2017-03-24,Null
2017-12-21,7579018505,0,Null,Null,佛山市南海裕辉宝业不锈钢制品有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"1,104,273.61",Null,Null,757,佛山分行（全辖）,2017-04-12,Null
2017-12-21,7929001135,0,Null,Null,九江萍钢钢铁有限公司,资产负债表,本部,年报,old,201612,否,Null,Null,负债合计,"4,790,071,963.75",Null,Null,791,南昌分行（全辖）,2017-02-09,Null
2017/12/21,209000674,Null,Null,Null,广州广日股份有限公司,资产负债表,合并,年报,new,201612,是,Null,Null,负债和所有者权益,"9,567,368,360.79",Null,Null,120,广州分行（全辖）,2017/5/18,Null
2017/12/21,219000111,Null,Null,Null,中国宝武钢铁集团有限公司,资产负债表,本部,年报,new,201612,是,Null,Null,负债和所有者权益,"741,683,433,816.24",Null,Null,121,上海分行（全辖）,2017/8/7,Null
